date,time,open,high,low,close,volume
2020-02-19,12:55:00,30205,30220,30185,30190,17428
2020-02-19,12:50:00,30195,30220,30195,30210,24688
2020-02-19,12:45:00,30180,30200,30170,30195,14943
2020-02-19,12:40:00,30180,30190,30170,30180,14141
2020-02-19,12:35:00,30175,30190,30170,30180,11690
2020-02-19,12:30:00,30205,30210,30165,30180,12201
2020-02-19,12:25:00,30220,30225,30195,30205,14054
2020-02-19,12:20:00,30180,30220,30180,30215,17757
2020-02-19,12:15:00,30170,30195,30165,30175,34815
2020-02-19,12:10:00,30145,30180,30145,30175,21341
2020-02-19,12:05:00,30120,30155,30120,30145,18889
2020-02-19,12:00:00,30100,30130,30095,30130,17544
2020-02-19,11:55:00,30120,30130,30095,30105,18084
2020-02-19,11:50:00,30140,30150,30115,30120,14439
2020-02-19,11:45:00,30180,30185,30145,30145,24669
2020-02-19,11:40:00,30175,30195,30160,30175,23690
2020-02-19,11:35:00,30190,30200,30165,30175,54066
2020-02-19,11:30:00,30185,30190,30160,30190,23597
2020-02-19,11:25:00,30175,30210,30160,30185,67068
2020-02-19,11:20:00,30210,30225,30175,30175,74664
2020-02-19,11:15:00,30190,30225,30185,30210,48794
2020-02-19,11:10:00,30155,30200,30155,30185,51204
2020-02-19,11:05:00,30130,30160,30120,30155,68048
2020-02-19,11:00:00,30085,30145,30085,30130,100873
2020-02-19,10:55:00,30035,30105,30030,30085,116003
2020-02-19,10:50:00,30060,30075,30040,30040,99147
2020-02-19,10:45:00,30055,30075,30040,30060,87047
2020-02-19,10:40:00,30035,30065,30010,30055,57871
2020-02-19,10:35:00,29985,30035,29980,30025,81352
2020-02-19,10:30:00,29945,30000,29930,29985,94197
2020-02-19,10:25:00,29970,29990,29940,29940,62572
2020-02-19,10:20:00,29980,30010,29965,29970,47771
2020-02-19,10:15:00,29960,29975,29915,29975,119409
2020-02-19,10:10:00,29995,30010,29950,29950,54643
2020-02-19,10:05:00,30030,30040,29980,29990,115816
2020-02-19,10:00:00,30140,30140,30025,30025,185005
2020-02-19,9:55:00,30180,30195,30110,30125,103007
2020-02-19,9:50:00,30230,30230,30180,30180,40041
2020-02-19,9:45:00,30240,30255,30215,30225,43978
2020-02-19,9:40:00,30225,30250,30205,30240,114886
2020-02-19,9:35:00,30185,30220,30175,30220,104757
2020-02-19,9:30:00,30215,30225,30155,30185,229100
2020-02-19,9:25:00,30205,30240,30175,30215,113376
2020-02-19,9:20:00,30225,30260,30205,30205,86759
2020-02-19,9:15:00,30295,30320,30220,30225,77292
2020-02-19,9:10:00,30250,30295,30240,30295,33302
2020-02-19,9:05:00,30330,30335,30255,30255,52308
2020-02-19,9:00:00,30300,30360,30300,30315,153855
2020-02-18,15:35:00,30140,30140,30140,30140,410
2020-02-18,15:30:00,30140,30140,30140,30140,87508
2020-02-18,15:15:00,30155,30160,30125,30155,41200
2020-02-18,15:10:00,30140,30160,30135,30155,96571
2020-02-18,15:05:00,30130,30145,30130,30145,147230
2020-02-18,15:00:00,30125,30150,30115,30130,47505
2020-02-18,14:55:00,30120,30135,30115,30115,19683
2020-02-18,14:50:00,30125,30130,30110,30125,20407
2020-02-18,14:45:00,30130,30135,30095,30125,77031
2020-02-18,14:40:00,30140,30150,30120,30130,29286
2020-02-18,14:35:00,30130,30145,30125,30140,26696
2020-02-18,14:30:00,30105,30130,30095,30130,43739
2020-02-18,14:25:00,30125,30130,30095,30110,68432
2020-02-18,14:20:00,30130,30140,30120,30125,31442
2020-02-18,14:15:00,30150,30150,30120,30130,22275
2020-02-18,14:10:00,30160,30165,30140,30150,11550
2020-02-18,14:05:00,30170,30170,30155,30155,11105
2020-02-18,14:00:00,30175,30175,30145,30170,34829
2020-02-18,13:55:00,30180,30195,30170,30175,14470
2020-02-18,13:50:00,30155,30185,30150,30185,30513
2020-02-18,13:45:00,30155,30165,30140,30160,21478
2020-02-18,13:40:00,30160,30180,30155,30155,14454
2020-02-18,13:35:00,30150,30165,30145,30165,7320
2020-02-18,13:30:00,30140,30160,30135,30155,8936
2020-02-18,13:25:00,30155,30155,30140,30140,6598
2020-02-18,13:20:00,30145,30165,30145,30155,12445
2020-02-18,13:15:00,30135,30150,30125,30150,11876
2020-02-18,13:10:00,30150,30150,30130,30140,32724
2020-02-18,13:05:00,30165,30165,30135,30150,43654
2020-02-18,13:00:00,30175,30180,30165,30165,24346
2020-02-18,12:55:00,30170,30185,30170,30180,4228
2020-02-18,12:50:00,30170,30185,30160,30165,5627
2020-02-18,12:45:00,30150,30165,30140,30165,12820
2020-02-18,12:40:00,30155,30170,30140,30140,10635
2020-02-18,12:35:00,30155,30160,30140,30155,36248
2020-02-18,12:30:00,30160,30165,30145,30160,11478
2020-02-18,12:25:00,30160,30175,30160,30160,37876
2020-02-18,12:20:00,30135,30165,30125,30155,26333
2020-02-18,12:15:00,30150,30155,30135,30140,6838
2020-02-18,12:10:00,30145,30155,30135,30145,25624
2020-02-18,12:05:00,30140,30160,30135,30150,28452
2020-02-18,12:00:00,30115,30145,30105,30135,22183
2020-02-18,11:55:00,30130,30145,30110,30110,45243
2020-02-18,11:50:00,30160,30175,30125,30130,28534
2020-02-18,11:45:00,30165,30165,30135,30160,61528
2020-02-18,11:40:00,30175,30185,30160,30170,77555
2020-02-18,11:35:00,30190,30200,30175,30175,13317
2020-02-18,11:30:00,30185,30200,30170,30190,58092
2020-02-18,11:25:00,30190,30200,30170,30190,47051
2020-02-18,11:20:00,30220,30230,30190,30190,74714
2020-02-18,11:15:00,30220,30225,30200,30225,25728
2020-02-18,11:10:00,30255,30255,30215,30225,61909
2020-02-18,11:05:00,30255,30260,30235,30245,25750
2020-02-18,11:00:00,30230,30260,30220,30250,59580
2020-02-18,10:55:00,30230,30240,30215,30235,14951
2020-02-18,10:50:00,30190,30240,30190,30235,62142
2020-02-18,10:45:00,30225,30225,30190,30195,92232
2020-02-18,10:40:00,30215,30240,30205,30225,91253
2020-02-18,10:35:00,30240,30265,30210,30220,30485
2020-02-18,10:30:00,30275,30285,30240,30250,39492
2020-02-18,10:25:00,30250,30285,30245,30275,45516
2020-02-18,10:20:00,30255,30265,30215,30250,135383
2020-02-18,10:15:00,30200,30255,30185,30250,118540
2020-02-18,10:10:00,30255,30265,30195,30200,71700
2020-02-18,10:05:00,30280,30285,30240,30240,148835
2020-02-18,10:00:00,30335,30350,30280,30285,65705
2020-02-18,9:55:00,30370,30370,30315,30345,75748
2020-02-18,9:50:00,30370,30400,30365,30375,25920
2020-02-18,9:45:00,30390,30410,30355,30365,16824
2020-02-18,9:40:00,30445,30445,30380,30390,45568
2020-02-18,9:35:00,30470,30470,30415,30445,29420
2020-02-18,9:30:00,30420,30470,30405,30470,87089
2020-02-18,9:25:00,30425,30435,30385,30425,23330
2020-02-18,9:20:00,30370,30465,30330,30435,81350
2020-02-18,9:15:00,30350,30385,30345,30375,28311
2020-02-18,9:10:00,30350,30425,30350,30350,79893
2020-02-18,9:05:00,30350,30370,30305,30355,85215
2020-02-18,9:00:00,30400,30400,30290,30350,193787
2020-02-17,15:35:00,30625,30625,30625,30625,101
2020-02-17,15:30:00,30625,30625,30625,30625,60341
2020-02-17,15:15:00,30650,30685,30645,30680,15982
2020-02-17,15:10:00,30635,30650,30625,30650,22576
2020-02-17,15:05:00,30660,30665,30630,30645,23397
2020-02-17,15:00:00,30670,30675,30645,30655,73069
2020-02-17,14:55:00,30685,30690,30665,30665,33881
2020-02-17,14:50:00,30685,30700,30675,30685,61017
2020-02-17,14:45:00,30690,30695,30675,30685,17891
2020-02-17,14:40:00,30690,30710,30680,30690,35256
2020-02-17,14:35:00,30670,30690,30665,30690,39040
2020-02-17,14:30:00,30685,30695,30665,30675,36258
2020-02-17,14:25:00,30660,30690,30655,30685,20964
2020-02-17,14:20:00,30670,30680,30655,30665,37955
2020-02-17,14:15:00,30645,30680,30640,30675,67927
2020-02-17,14:10:00,30610,30650,30605,30650,76391
2020-02-17,14:05:00,30605,30615,30600,30605,18033
2020-02-17,14:00:00,30605,30615,30590,30605,64843
2020-02-17,13:55:00,30595,30620,30595,30605,16984
2020-02-17,13:50:00,30585,30610,30580,30610,30892
2020-02-17,13:45:00,30600,30600,30575,30590,25271
2020-02-17,13:40:00,30580,30605,30575,30605,26264
2020-02-17,13:35:00,30585,30600,30575,30590,26225
2020-02-17,13:30:00,30615,30615,30575,30585,12573
2020-02-17,13:25:00,30605,30615,30595,30605,3429
2020-02-17,13:20:00,30620,30620,30585,30605,6223
2020-02-17,13:15:00,30630,30630,30610,30620,3031
2020-02-17,13:10:00,30610,30635,30610,30630,5542
2020-02-17,13:05:00,30635,30640,30605,30610,8284
2020-02-17,13:00:00,30625,30635,30620,30635,4559
2020-02-17,12:55:00,30645,30645,30625,30625,6494
2020-02-17,12:50:00,30650,30660,30635,30645,27601
2020-02-17,12:45:00,30660,30665,30645,30650,34589
2020-02-17,12:40:00,30675,30690,30655,30655,5009
2020-02-17,12:35:00,30650,30680,30635,30680,11298
2020-02-17,12:30:00,30620,30655,30610,30650,7506
2020-02-17,12:25:00,30630,30630,30610,30615,43660
2020-02-17,12:20:00,30615,30635,30610,30630,12312
2020-02-17,12:15:00,30600,30635,30600,30620,43978
2020-02-17,12:10:00,30630,30630,30600,30605,9021
2020-02-17,12:05:00,30640,30650,30620,30625,10070
2020-02-17,12:00:00,30665,30670,30635,30640,13843
2020-02-17,11:55:00,30665,30680,30660,30670,41751
2020-02-17,11:50:00,30675,30685,30650,30670,21649
2020-02-17,11:45:00,30700,30710,30680,30680,14539
2020-02-17,11:40:00,30705,30705,30695,30705,15576
2020-02-17,11:35:00,30675,30710,30670,30695,19604
2020-02-17,11:30:00,30715,30715,30665,30675,75053
2020-02-17,11:25:00,30725,30730,30705,30715,14283
2020-02-17,11:20:00,30730,30735,30705,30735,38814
2020-02-17,11:15:00,30740,30740,30715,30735,11554
2020-02-17,11:10:00,30735,30735,30720,30735,9714
2020-02-17,11:05:00,30710,30745,30705,30735,17202
2020-02-17,11:00:00,30720,30720,30700,30715,19566
2020-02-17,10:55:00,30730,30735,30705,30715,17657
2020-02-17,10:50:00,30690,30760,30690,30720,31700
2020-02-17,10:45:00,30680,30710,30655,30695,34107
2020-02-17,10:40:00,30660,30695,30660,30670,27748
2020-02-17,10:35:00,30655,30680,30645,30660,30621
2020-02-17,10:30:00,30590,30655,30575,30655,42624
2020-02-17,10:25:00,30580,30610,30575,30590,17343
2020-02-17,10:20:00,30565,30585,30550,30580,9844
2020-02-17,10:15:00,30535,30575,30535,30560,24609
2020-02-17,10:10:00,30540,30555,30530,30540,7655
2020-02-17,10:05:00,30525,30545,30510,30540,41096
2020-02-17,10:00:00,30505,30535,30490,30520,25090
2020-02-17,9:55:00,30535,30545,30505,30505,30341
2020-02-17,9:50:00,30600,30600,30540,30540,57836
2020-02-17,9:45:00,30600,30615,30590,30600,42788
2020-02-17,9:40:00,30585,30605,30560,30595,10154
2020-02-17,9:35:00,30560,30585,30550,30575,31437
2020-02-17,9:30:00,30555,30570,30525,30555,14672
2020-02-17,9:25:00,30480,30570,30480,30555,39615
2020-02-17,9:20:00,30530,30545,30475,30480,71332
2020-02-17,9:15:00,30485,30545,30475,30525,119039
2020-02-17,9:10:00,30520,30555,30470,30485,73165
2020-02-17,9:05:00,30580,30590,30520,30525,60905
2020-02-17,9:00:00,30600,30620,30560,30575,119365
2020-02-14,15:35:00,30650,30650,30650,30650,99
2020-02-14,15:30:00,30650,30650,30650,30650,36068
2020-02-14,15:15:00,30655,30680,30650,30670,75872
2020-02-14,15:10:00,30625,30670,30625,30655,60587
2020-02-14,15:05:00,30650,30655,30620,30625,53618
2020-02-14,15:00:00,30675,30690,30645,30655,151922
2020-02-14,14:55:00,30675,30680,30660,30675,81552
2020-02-14,14:50:00,30655,30680,30655,30680,72573
2020-02-14,14:45:00,30680,30685,30645,30660,36184
2020-02-14,14:40:00,30640,30685,30640,30680,70728
2020-02-14,14:35:00,30625,30645,30620,30640,17273
2020-02-14,14:30:00,30625,30645,30590,30625,44165
2020-02-14,14:25:00,30640,30655,30620,30630,27164
2020-02-14,14:20:00,30610,30655,30600,30645,88410
2020-02-14,14:15:00,30640,30640,30605,30615,24271
2020-02-14,14:10:00,30675,30675,30640,30650,35806
2020-02-14,14:05:00,30685,30690,30665,30675,29557
2020-02-14,14:00:00,30660,30690,30645,30690,32694
2020-02-14,13:55:00,30670,30680,30660,30660,10406
2020-02-14,13:50:00,30685,30685,30660,30675,19709
2020-02-14,13:45:00,30690,30705,30680,30685,27431
2020-02-14,13:40:00,30660,30695,30655,30685,32769
2020-02-14,13:35:00,30660,30670,30645,30660,16039
2020-02-14,13:30:00,30650,30665,30640,30655,13341
2020-02-14,13:25:00,30665,30675,30650,30655,16347
2020-02-14,13:20:00,30670,30670,30635,30660,14036
2020-02-14,13:15:00,30680,30685,30655,30665,22150
2020-02-14,13:10:00,30640,30680,30640,30680,34128
2020-02-14,13:05:00,30625,30655,30610,30640,15085
2020-02-14,13:00:00,30665,30670,30625,30630,20440
2020-02-14,12:55:00,30660,30675,30645,30665,41391
2020-02-14,12:50:00,30715,30715,30660,30660,24024
2020-02-14,12:45:00,30735,30745,30710,30715,17193
2020-02-14,12:40:00,30750,30750,30735,30735,27654
2020-02-14,12:35:00,30740,30755,30735,30750,13052
2020-02-14,12:30:00,30740,30755,30735,30740,24671
2020-02-14,12:25:00,30755,30760,30730,30740,21034
2020-02-14,12:20:00,30740,30770,30735,30750,25457
2020-02-14,12:15:00,30740,30750,30735,30745,14911
2020-02-14,12:10:00,30740,30745,30730,30735,22971
2020-02-14,12:05:00,30760,30765,30745,30745,37918
2020-02-14,12:00:00,30735,30765,30730,30765,48782
2020-02-14,11:55:00,30715,30740,30710,30735,19017
2020-02-14,11:50:00,30705,30730,30700,30710,32265
2020-02-14,11:45:00,30675,30705,30670,30700,19445
2020-02-14,11:40:00,30670,30680,30655,30670,23849
2020-02-14,11:35:00,30680,30685,30645,30665,46659
2020-02-14,11:30:00,30655,30680,30640,30680,41304
2020-02-14,11:25:00,30650,30670,30650,30650,19516
2020-02-14,11:20:00,30635,30660,30625,30650,28133
2020-02-14,11:15:00,30605,30650,30600,30645,32448
2020-02-14,11:10:00,30570,30615,30570,30605,18782
2020-02-14,11:05:00,30610,30630,30575,30575,28573
2020-02-14,11:00:00,30650,30655,30605,30605,16244
2020-02-14,10:55:00,30630,30660,30615,30650,41493
2020-02-14,10:50:00,30610,30650,30605,30635,58409
2020-02-14,10:45:00,30615,30620,30585,30615,61303
2020-02-14,10:40:00,30595,30625,30580,30615,41411
2020-02-14,10:35:00,30550,30595,30530,30590,97554
2020-02-14,10:30:00,30535,30555,30520,30545,17611
2020-02-14,10:25:00,30510,30535,30490,30535,94116
2020-02-14,10:20:00,30475,30510,30470,30505,17778
2020-02-14,10:15:00,30515,30525,30475,30480,53482
2020-02-14,10:10:00,30550,30565,30515,30515,53480
2020-02-14,10:05:00,30535,30550,30505,30545,39524
2020-02-14,10:00:00,30505,30555,30505,30535,165269
2020-02-14,9:55:00,30495,30510,30480,30505,90519
2020-02-14,9:50:00,30465,30500,30465,30500,52199
2020-02-14,9:45:00,30410,30475,30410,30465,73010
2020-02-14,9:40:00,30405,30420,30395,30405,85830
2020-02-14,9:35:00,30375,30420,30350,30400,37484
2020-02-14,9:30:00,30355,30390,30345,30375,59536
2020-02-14,9:25:00,30305,30355,30290,30355,81378
2020-02-14,9:20:00,30300,30320,30265,30315,108641
2020-02-14,9:15:00,30370,30370,30295,30295,48328
2020-02-14,9:10:00,30340,30385,30310,30375,23507
2020-02-14,9:05:00,30380,30390,30300,30335,173691
2020-02-14,9:00:00,30410,30430,30365,30375,48416
2020-02-13,15:35:00,30465,30465,30465,30465,291
2020-02-13,15:30:00,30465,30465,30465,30465,98233
2020-02-13,15:15:00,30450,30470,30385,30410,193672
2020-02-13,15:10:00,30505,30520,30415,30450,366886
2020-02-13,15:05:00,30590,30600,30505,30505,365263
2020-02-13,15:00:00,30605,30625,30585,30590,187430
2020-02-13,14:55:00,30575,30610,30550,30610,220896
2020-02-13,14:50:00,30575,30595,30565,30570,96302
2020-02-13,14:45:00,30550,30595,30545,30570,26344
2020-02-13,14:40:00,30535,30555,30520,30550,46880
2020-02-13,14:35:00,30530,30545,30510,30535,23269
2020-02-13,14:30:00,30530,30560,30500,30530,35949
2020-02-13,14:25:00,30575,30575,30515,30540,35450
2020-02-13,14:20:00,30590,30615,30565,30565,53079
2020-02-13,14:15:00,30570,30600,30550,30590,85983
2020-02-13,14:10:00,30500,30600,30490,30575,112013
2020-02-13,14:05:00,30500,30515,30470,30500,23294
2020-02-13,14:00:00,30455,30520,30445,30505,63487
2020-02-13,13:55:00,30510,30520,30430,30460,89390
2020-02-13,13:50:00,30505,30530,30490,30510,40913
2020-02-13,13:45:00,30530,30545,30495,30505,52742
2020-02-13,13:40:00,30580,30600,30520,30530,70919
2020-02-13,13:35:00,30595,30595,30570,30575,39011
2020-02-13,13:30:00,30580,30610,30570,30595,63626
2020-02-13,13:25:00,30585,30590,30550,30575,34227
2020-02-13,13:20:00,30610,30630,30585,30585,38945
2020-02-13,13:15:00,30635,30645,30605,30610,37402
2020-02-13,13:10:00,30635,30655,30625,30635,11419
2020-02-13,13:05:00,30655,30670,30635,30635,24956
2020-02-13,13:00:00,30630,30655,30620,30655,17110
2020-02-13,12:55:00,30635,30655,30620,30635,54343
2020-02-13,12:50:00,30670,30680,30630,30635,77054
2020-02-13,12:45:00,30675,30700,30650,30670,38867
2020-02-13,12:40:00,30700,30705,30675,30680,61516
2020-02-13,12:35:00,30725,30730,30685,30705,32684
2020-02-13,12:30:00,30705,30735,30700,30735,24053
2020-02-13,12:25:00,30730,30730,30705,30710,19530
2020-02-13,12:20:00,30750,30755,30730,30730,13432
2020-02-13,12:15:00,30750,30765,30745,30755,34345
2020-02-13,12:10:00,30745,30750,30720,30750,56345
2020-02-13,12:05:00,30745,30760,30730,30740,23267
2020-02-13,12:00:00,30725,30750,30705,30745,54856
2020-02-13,11:55:00,30760,30760,30730,30730,40870
2020-02-13,11:50:00,30775,30775,30755,30760,39754
2020-02-13,11:45:00,30730,30775,30730,30775,43576
2020-02-13,11:40:00,30740,30750,30725,30735,14337
2020-02-13,11:35:00,30720,30745,30715,30740,37170
2020-02-13,11:30:00,30715,30730,30695,30720,53016
2020-02-13,11:25:00,30715,30730,30705,30725,85611
2020-02-13,11:20:00,30710,30735,30685,30725,121596
2020-02-13,11:15:00,30725,30740,30705,30705,55185
2020-02-13,11:10:00,30740,30750,30720,30730,40988
2020-02-13,11:05:00,30690,30740,30685,30735,76351
2020-02-13,11:00:00,30710,30720,30660,30685,16379
2020-02-13,10:55:00,30770,30780,30695,30710,77051
2020-02-13,10:50:00,30765,30785,30755,30770,83492
2020-02-13,10:45:00,30750,30770,30740,30765,97416
2020-02-13,10:40:00,30725,30755,30715,30750,39997
2020-02-13,10:35:00,30700,30755,30700,30725,133730
2020-02-13,10:30:00,30740,30765,30685,30705,88163
2020-02-13,10:25:00,30720,30775,30715,30740,102947
2020-02-13,10:20:00,30715,30720,30685,30715,127719
2020-02-13,10:15:00,30710,30735,30695,30710,219072
2020-02-13,10:10:00,30690,30725,30680,30710,176736
2020-02-13,10:05:00,30670,30700,30645,30685,54289
2020-02-13,10:00:00,30605,30670,30595,30670,144620
2020-02-13,9:55:00,30595,30620,30570,30610,54201
2020-02-13,9:50:00,30690,30695,30590,30590,31647
2020-02-13,9:45:00,30640,30695,30625,30690,28970
2020-02-13,9:40:00,30660,30675,30615,30645,42992
2020-02-13,9:35:00,30725,30740,30660,30660,23314
2020-02-13,9:30:00,30695,30740,30670,30730,44780
2020-02-13,9:25:00,30735,30735,30690,30700,35687
2020-02-13,9:20:00,30765,30775,30735,30735,14889
2020-02-13,9:15:00,30745,30790,30730,30775,42371
2020-02-13,9:10:00,30705,30780,30705,30740,99781
2020-02-13,9:05:00,30650,30720,30635,30710,45977
2020-02-13,9:00:00,30610,30690,30595,30640,157551
2020-02-12,15:35:00,30540,30540,30540,30540,477
2020-02-12,15:30:00,30540,30540,30540,30540,84587
2020-02-12,15:15:00,30560,30575,30555,30565,142093
2020-02-12,15:10:00,30580,30590,30545,30555,277425
2020-02-12,15:05:00,30540,30580,30535,30580,277114
2020-02-12,15:00:00,30530,30545,30520,30535,77616
2020-02-12,14:55:00,30515,30540,30495,30530,58600
2020-02-12,14:50:00,30515,30520,30500,30515,25341
2020-02-12,14:45:00,30540,30550,30515,30515,24121
2020-02-12,14:40:00,30495,30555,30495,30540,136071
2020-02-12,14:35:00,30485,30500,30465,30500,69524
2020-02-12,14:30:00,30440,30485,30430,30485,114311
2020-02-12,14:25:00,30505,30510,30440,30440,126629
2020-02-12,14:20:00,30515,30520,30485,30500,58880
2020-02-12,14:15:00,30515,30530,30500,30520,50671
2020-02-12,14:10:00,30505,30530,30495,30520,62068
2020-02-12,14:05:00,30470,30525,30470,30515,165601
2020-02-12,14:00:00,30475,30495,30455,30470,106494
2020-02-12,13:55:00,30465,30485,30455,30475,11702
2020-02-12,13:50:00,30465,30470,30445,30465,28984
2020-02-12,13:45:00,30450,30490,30450,30460,44847
2020-02-12,13:40:00,30420,30460,30420,30450,44659
2020-02-12,13:35:00,30425,30435,30405,30430,37215
2020-02-12,13:30:00,30435,30440,30420,30425,37392
2020-02-12,13:25:00,30405,30455,30405,30430,58796
2020-02-12,13:20:00,30360,30415,30355,30405,33978
2020-02-12,13:15:00,30365,30370,30335,30360,36374
2020-02-12,13:10:00,30390,30390,30350,30360,8332
2020-02-12,13:05:00,30370,30390,30355,30380,5823
2020-02-12,13:00:00,30380,30385,30370,30380,8653
2020-02-12,12:55:00,30380,30385,30370,30375,18410
2020-02-12,12:50:00,30385,30395,30365,30380,17867
2020-02-12,12:45:00,30340,30385,30335,30385,71335
2020-02-12,12:40:00,30340,30350,30330,30340,10812
2020-02-12,12:35:00,30335,30360,30335,30340,32162
2020-02-12,12:30:00,30325,30350,30325,30340,53230
2020-02-12,12:25:00,30310,30350,30310,30330,45726
2020-02-12,12:20:00,30295,30315,30285,30315,51319
2020-02-12,12:15:00,30285,30295,30275,30290,5399
2020-02-12,12:10:00,30290,30295,30270,30280,17888
2020-02-12,12:05:00,30290,30290,30275,30290,19605
2020-02-12,12:00:00,30265,30290,30255,30280,49133
2020-02-12,11:55:00,30245,30265,30245,30265,5397
2020-02-12,11:50:00,30240,30260,30220,30250,13313
2020-02-12,11:45:00,30245,30265,30240,30240,22105
2020-02-12,11:40:00,30280,30285,30240,30245,12917
2020-02-12,11:35:00,30285,30295,30270,30280,19495
2020-02-12,11:30:00,30270,30290,30260,30275,32229
2020-02-12,11:25:00,30275,30300,30270,30275,32259
2020-02-12,11:20:00,30265,30280,30245,30270,47787
2020-02-12,11:15:00,30280,30295,30265,30265,27769
2020-02-12,11:10:00,30280,30280,30255,30280,11205
2020-02-12,11:05:00,30285,30300,30265,30270,21160
2020-02-12,11:00:00,30290,30295,30270,30290,76009
2020-02-12,10:55:00,30260,30295,30250,30290,58741
2020-02-12,10:50:00,30285,30290,30245,30265,63928
2020-02-12,10:45:00,30290,30315,30280,30290,42423
2020-02-12,10:40:00,30255,30310,30250,30290,95583
2020-02-12,10:35:00,30250,30285,30225,30250,101023
2020-02-12,10:30:00,30260,30280,30235,30245,38761
2020-02-12,10:25:00,30320,30325,30255,30260,81714
2020-02-12,10:20:00,30300,30335,30295,30325,44176
2020-02-12,10:15:00,30285,30320,30275,30300,28397
2020-02-12,10:10:00,30255,30290,30250,30290,15857
2020-02-12,10:05:00,30260,30275,30245,30255,13720
2020-02-12,10:00:00,30255,30275,30240,30245,47979
2020-02-12,9:55:00,30200,30260,30200,30245,21083
2020-02-12,9:50:00,30180,30230,30175,30200,63472
2020-02-12,9:45:00,30250,30260,30170,30180,101810
2020-02-12,9:40:00,30250,30265,30215,30255,32235
2020-02-12,9:35:00,30245,30285,30240,30250,54242
2020-02-12,9:30:00,30265,30265,30205,30245,42210
2020-02-12,9:25:00,30290,30310,30240,30260,74888
2020-02-12,9:20:00,30360,30365,30290,30290,27554
2020-02-12,9:15:00,30390,30400,30355,30365,24550
2020-02-12,9:10:00,30370,30390,30335,30385,55360
2020-02-12,9:05:00,30310,30370,30300,30360,25794
2020-02-12,9:00:00,30255,30420,30255,30305,57375
2020-02-11,15:35:00,30290,30290,30290,30290,4890
2020-02-11,15:30:00,30290,30290,30290,30290,62784
2020-02-11,15:15:00,30290,30295,30275,30290,124585
2020-02-11,15:10:00,30315,30320,30290,30295,101470
2020-02-11,15:05:00,30330,30340,30315,30315,100058
2020-02-11,15:00:00,30315,30340,30315,30330,137832
2020-02-11,14:55:00,30335,30350,30305,30315,96312
2020-02-11,14:50:00,30330,30340,30300,30340,68576
2020-02-11,14:45:00,30340,30360,30330,30330,90254
2020-02-11,14:40:00,30350,30365,30330,30345,74724
2020-02-11,14:35:00,30350,30370,30340,30350,63299
2020-02-11,14:30:00,30305,30365,30305,30350,117382
2020-02-11,14:25:00,30305,30310,30275,30305,53470
2020-02-11,14:20:00,30305,30310,30290,30300,40695
2020-02-11,14:15:00,30295,30315,30295,30305,38313
2020-02-11,14:10:00,30285,30305,30275,30295,35624
2020-02-11,14:05:00,30285,30290,30240,30285,34389
2020-02-11,14:00:00,30290,30310,30265,30285,23824
2020-02-11,13:55:00,30310,30315,30285,30295,24691
2020-02-11,13:50:00,30285,30310,30285,30310,20736
2020-02-11,13:45:00,30285,30295,30270,30290,16255
2020-02-11,13:40:00,30275,30305,30255,30290,27869
2020-02-11,13:35:00,30235,30280,30230,30270,53645
2020-02-11,13:30:00,30265,30290,30220,30240,82355
2020-02-11,13:25:00,30320,30340,30265,30265,48440
2020-02-11,13:20:00,30355,30355,30305,30320,23684
2020-02-11,13:15:00,30375,30375,30335,30355,44113
2020-02-11,13:10:00,30435,30440,30370,30380,18934
2020-02-11,13:05:00,30435,30435,30425,30435,15988
2020-02-11,13:00:00,30425,30440,30410,30435,27180
2020-02-11,12:55:00,30435,30440,30425,30430,16847
2020-02-11,12:50:00,30425,30440,30425,30440,25062
2020-02-11,12:45:00,30430,30435,30415,30425,33374
2020-02-11,12:40:00,30440,30440,30425,30430,54375
2020-02-11,12:35:00,30405,30450,30400,30445,23471
2020-02-11,12:30:00,30405,30420,30385,30400,19683
2020-02-11,12:25:00,30410,30420,30390,30405,22303
2020-02-11,12:20:00,30385,30420,30380,30415,5262
2020-02-11,12:15:00,30430,30430,30350,30390,76714
2020-02-11,12:10:00,30430,30445,30420,30430,12230
2020-02-11,12:05:00,30435,30440,30420,30430,8875
2020-02-11,12:00:00,30415,30440,30400,30435,25705
2020-02-11,11:55:00,30415,30425,30395,30420,26837
2020-02-11,11:50:00,30430,30445,30410,30410,32369
2020-02-11,11:45:00,30440,30450,30420,30435,13728
2020-02-11,11:40:00,30445,30480,30435,30440,48869
2020-02-11,11:35:00,30440,30460,30435,30445,51703
2020-02-11,11:30:00,30425,30450,30420,30440,29868
2020-02-11,11:25:00,30460,30465,30415,30425,25138
2020-02-11,11:20:00,30440,30465,30435,30465,33491
2020-02-11,11:15:00,30440,30455,30410,30435,34937
2020-02-11,11:10:00,30435,30460,30420,30440,23788
2020-02-11,11:05:00,30420,30440,30405,30430,62749
2020-02-11,11:00:00,30390,30425,30380,30415,27148
2020-02-11,10:55:00,30385,30395,30365,30390,19550
2020-02-11,10:50:00,30350,30395,30345,30385,15984
2020-02-11,10:45:00,30345,30375,30340,30350,97697
2020-02-11,10:40:00,30335,30365,30325,30350,52282
2020-02-11,10:35:00,30295,30345,30285,30340,39738
2020-02-11,10:30:00,30300,30335,30290,30295,91355
2020-02-11,10:25:00,30295,30310,30285,30300,13979
